surface_necrosee;colonne;oiv;necrose;taille_necrose;ligne;sporulation;image_name;sheet;experiment;densite_sporulation
9;3;7;1;9;a;1;Exp21DM13_inoc1_T4_P19;4dpi;Exp21DM13_inoc1_saisie;7
9;3;7;1;9;b;1;Exp21DM13_inoc1_T4_P19;4dpi;Exp21DM13_inoc1_saisie;7
9;3;5;1;9;c;1;Exp21DM13_inoc1_T4_P19;4dpi;Exp21DM13_inoc1_saisie;5
9;4;7;1;7;a;1;Exp21DM13_inoc1_T4_P19;4dpi;Exp21DM13_inoc1_saisie;9
9;4;7;1;7;b;1;Exp21DM13_inoc1_T4_P19;4dpi;Exp21DM13_inoc1_saisie;9
9;4;7;1;7;c;1;Exp21DM13_inoc1_T4_P19;4dpi;Exp21DM13_inoc1_saisie;9
9;1;9;1;9;a;0;Exp21DM13_inoc1_T4_P20;4dpi;Exp21DM13_inoc1_saisie;
9;1;9;1;9;b;0;Exp21DM13_inoc1_T4_P20;4dpi;Exp21DM13_inoc1_saisie;
9;1;9;1;9;c;0;Exp21DM13_inoc1_T4_P20;4dpi;Exp21DM13_inoc1_saisie;
9;1;9;1;9;a;0;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;
9;1;9;1;9;b;0;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;
9;1;9;1;9;c;0;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;
;2;5;0;;a;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;3
;2;5;0;;b;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;3
;2;5;0;;c;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;3
;3;5;0;;a;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;3
;3;7;0;;b;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;3
;3;5;0;;c;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;3
;4;5;0;;a;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;5
;4;5;0;;b;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;5
;4;7;0;;c;1;Exp21DM13_inoc1_T4_P21;4dpi;Exp21DM13_inoc1_saisie;5
7;1;7;1;7;a;1;Exp21DM13_inoc1_T4_P22;4dpi;Exp21DM13_inoc1_saisie;9
7;1;7;1;7;b;1;Exp21DM13_inoc1_T4_P22;4dpi;Exp21DM13_inoc1_saisie;9
7;1;7;1;7;c;1;Exp21DM13_inoc1_T4_P22;4dpi;Exp21DM13_inoc1_saisie;9
7;1;9;1;7;a;0;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;
7;1;9;1;7;b;0;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;
7;1;9;1;7;c;0;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;
9;2;9;1;9;a;0;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;
9;2;9;1;9;b;0;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;
9;2;9;1;9;c;0;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;
;3;5;0;;a;1;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;3
;3;5;0;;b;1;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;3
;3;5;0;;c;1;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;3
;4;3;0;;a;1;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;3
;4;5;0;;b;1;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;3
;4;7;0;;c;1;Exp21DM13_inoc1_T4_P23;4dpi;Exp21DM13_inoc1_saisie;3
7;1;5;1;7;a;1;Exp21DM13_inoc1_T4_P24;4dpi;Exp21DM13_inoc1_saisie;3
7;1;5;1;7;b;1;Exp21DM13_inoc1_T4_P24;4dpi;Exp21DM13_inoc1_saisie;3
7;1;5;1;7;c;1;Exp21DM13_inoc1_T4_P24;4dpi;Exp21DM13_inoc1_saisie;3
;1;7;0;;a;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;9
;1;7;0;;b;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;9
;1;7;0;;c;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;9
9;2;7;1;7;a;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;9
9;2;7;1;7;b;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;9
9;2;7;1;7;c;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;9
;3;3;0;;a;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;3
;3;3;0;;b;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;3
;3;3;0;;c;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;3
;4;5;0;;a;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;3
;4;3;0;;b;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;3
;4;5;0;;c;1;Exp21DM13_inoc1_T4_P25;4dpi;Exp21DM13_inoc1_saisie;3
;1;5;0;;a;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;5
;1;5;0;;b;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;5
;1;5;0;;c;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;5
9;2;7;1;7;a;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;7
9;2;7;1;7;b;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;7
9;2;7;1;7;c;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;7
9;3;7;1;7;a;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;9
9;3;7;1;7;b;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;7
9;3;7;1;7;c;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;7
;4;3;0;;a;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;3
;4;3;0;;b;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;3
;4;3;0;;c;1;Exp21DM13_inoc1_T4_P26;4dpi;Exp21DM13_inoc1_saisie;3
;1;5;0;;a;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;3
;1;3;0;;b;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;3
;1;5;0;;c;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;3
9;2;5;1;7;a;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;5
9;2;5;1;7;b;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;5
9;2;5;1;7;c;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;5
9;3;7;1;7;a;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;5
9;3;7;1;7;b;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;5
9;3;5;1;7;c;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;5
9;4;7;1;7;a;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;9
9;4;7;1;7;b;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;9
9;4;7;1;7;c;1;Exp21DM13_inoc1_T4_P27;4dpi;Exp21DM13_inoc1_saisie;9
;1;1;0;;a;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;3
;1;1;0;;b;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;3
;1;1;0;;c;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;3
;2;5;0;;a;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;5
;2;3;0;;b;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;c;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;3
7;3;7;1;7;a;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;5
7;3;5;1;7;b;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;5
7;3;5;1;7;c;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;5
5;4;7;1;7;a;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;9
7;4;7;1;7;b;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;7
7;4;7;1;7;c;1;Exp20DM03_inoc2_T6_P15;fichier total;Exp20DM03_inoc2_saisie;7
9;1;9;1;9;a;0;Exp20DM03_inoc2_T6_P16;fichier total;Exp20DM03_inoc2_saisie;
9;1;9;1;9;b;0;Exp20DM03_inoc2_T6_P16;fichier total;Exp20DM03_inoc2_saisie;
9;1;9;1;9;c;0;Exp20DM03_inoc2_T6_P16;fichier total;Exp20DM03_inoc2_saisie;
;1;9;0;;a;0;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;
;1;9;0;;b;0;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;
;1;9;0;;c;0;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;
;2;3;0;;a;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;b;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;c;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
;3;3;0;;a;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
9;3;3;1;7;b;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
9;3;3;1;7;c;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;a;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;b;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;c;1;Exp20DM03_inoc2_T6_P17;fichier total;Exp20DM03_inoc2_saisie;3
7;1;7;1;7;a;1;Exp20DM03_inoc2_T6_P18;fichier total;Exp20DM03_inoc2_saisie;9
5;1;7;1;7;b;1;Exp20DM03_inoc2_T6_P18;fichier total;Exp20DM03_inoc2_saisie;7
5;1;7;1;7;c;1;Exp20DM03_inoc2_T6_P18;fichier total;Exp20DM03_inoc2_saisie;7
7;1;7;1;7;a;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;9
7;1;7;1;7;b;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;9
9;1;7;1;7;c;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;7
5;2;9;1;9;a;0;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;
5;2;9;1;9;b;0;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;
5;2;9;1;9;c;0;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;
;3;3;0;;a;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;3
;3;3;0;;b;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;3
;3;3;0;;c;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;3
;4;5;0;;a;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;b;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;3
;4;5;0;;c;1;Exp20DM03_inoc2_T6_P19;fichier total;Exp20DM03_inoc2_saisie;3
5;1;7;1;7;a;1;Exp20DM03_inoc2_T6_P20;fichier total;Exp20DM03_inoc2_saisie;9
5;1;7;1;7;b;1;Exp20DM03_inoc2_T6_P20;fichier total;Exp20DM03_inoc2_saisie;7
5;1;7;1;7;c;1;Exp20DM03_inoc2_T6_P20;fichier total;Exp20DM03_inoc2_saisie;5
;1;3;0;;a;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
;1;3;0;;b;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
;1;1;0;;c;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
;2;1;0;;a;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;b;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;c;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
7;3;3;1;5;a;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;5
7;3;3;1;5;b;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;5
7;3;3;1;5;c;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;5
7;4;5;1;5;a;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
7;4;5;1;5;b;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;3
7;4;3;1;5;c;1;Exp20DM03_inoc2_T6_P21;fichier total;Exp20DM03_inoc2_saisie;5
3;1;5;1;5;a;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;5
5;1;5;1;5;b;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;3
5;1;5;1;5;c;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;5
;2;3;0;;a;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;5
;2;3;0;;b;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;5
;2;3;0;;c;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;5
;3;1;0;;a;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;b;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;c;1;Exp20DM03_inoc2_T6_P22;fichier total;Exp20DM03_inoc2_saisie;3
;2;1;0;;a;1;Exp20DM03_inoc2_T6_P23;fichier total;Exp20DM03_inoc2_saisie;3
;2;1;0;;b;1;Exp20DM03_inoc2_T6_P23;fichier total;Exp20DM03_inoc2_saisie;5
;2;3;0;;c;1;Exp20DM03_inoc2_T6_P23;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;a;1;Exp20DM03_inoc2_T6_P23;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;b;1;Exp20DM03_inoc2_T6_P23;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;c;1;Exp20DM03_inoc2_T6_P23;fichier total;Exp20DM03_inoc2_saisie;3
;1;3;0;;a;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;1;3;0;;b;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;1;3;0;;c;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
9;2;1;1;7;a;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
9;2;1;1;7;b;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
9;2;1;1;7;c;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;a;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;b;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;c;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;4;5;0;;a;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;4;3;0;;b;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;4;5;0;;c;1;Exp20DM03_inoc2_T6_P24;fichier total;Exp20DM03_inoc2_saisie;3
;1;5;0;;a;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;5
;1;5;0;;b;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;5
;1;3;0;;c;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;5
;2;3;0;;a;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;b;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;3
;2;3;0;;c;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;3
;3;3;0;;a;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;1
;3;3;0;;b;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;1
;3;3;0;;c;1;Exp20DM03_inoc2_T6_P25;fichier total;Exp20DM03_inoc2_saisie;1
7;1;7;1;5;a;1;Exp20DM03_inoc2_T6_P26;fichier total;Exp20DM03_inoc2_saisie;7
5;1;7;1;5;b;1;Exp20DM03_inoc2_T6_P26;fichier total;Exp20DM03_inoc2_saisie;7
5;1;7;1;5;c;1;Exp20DM03_inoc2_T6_P26;fichier total;Exp20DM03_inoc2_saisie;7
;3;1;0;;a;1;Exp20DM03_inoc2_T6_P26;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;b;1;Exp20DM03_inoc2_T6_P26;fichier total;Exp20DM03_inoc2_saisie;3
;3;1;0;;c;1;Exp20DM03_inoc2_T6_P26;fichier total;Exp20DM03_inoc2_saisie;3
;1;3;0;;a;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;1
;1;3;0;;b;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;1
;1;3;0;;c;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;1
;3;3;0;;a;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;5
;3;5;0;;b;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;5
;3;3;0;;c;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;5
;4;1;0;;a;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;3
;4;1;0;;b;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;3
;4;1;0;;c;1;Exp20DM03_inoc2_T6_P27;fichier total;Exp20DM03_inoc2_saisie;3
7;1;7;1;7;a;1;Exp16DM04_inoc2_T6_P01;6dpi;Exp16DM04_inoc2_saisie;9
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P01;6dpi;Exp16DM04_inoc2_saisie;
7;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P01;6dpi;Exp16DM04_inoc2_saisie;9
9;4;7;1;7;a;1;Exp16DM04_inoc2_T6_P01;6dpi;Exp16DM04_inoc2_saisie;9
7;2;5;1;5;c;1;Exp16DM04_inoc2_T6_P02;6dpi;Exp16DM04_inoc2_saisie;5
5;2;5;1;5;c;1;Exp16DM04_inoc2_T6_P04;6dpi;Exp16DM04_inoc2_saisie;5
7;1;5;1;5;a;1;Exp16DM04_inoc2_T6_P05;6dpi;Exp16DM04_inoc2_saisie;5
7;1;7;1;5;c;1;Exp16DM04_inoc2_T6_P05;6dpi;Exp16DM04_inoc2_saisie;9
5;3;7;1;7;a;1;Exp16DM04_inoc2_T6_P05;6dpi;Exp16DM04_inoc2_saisie;9
7;4;7;1;5;c;1;Exp16DM04_inoc2_T6_P06;6dpi;Exp16DM04_inoc2_saisie;5
7;1;9;1;5;a;0;Exp16DM04_inoc2_T6_P10;6dpi;Exp16DM04_inoc2_saisie;
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P10;6dpi;Exp16DM04_inoc2_saisie;
3;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P10;6dpi;Exp16DM04_inoc2_saisie;7
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P11;6dpi;Exp16DM04_inoc2_saisie;
7;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P11;6dpi;Exp16DM04_inoc2_saisie;7
7;3;5;1;5;c;1;Exp16DM04_inoc2_T6_P14;6dpi;Exp16DM04_inoc2_saisie;7
9;2;9;1;9;c;0;Exp16DM04_inoc2_T6_P15;6dpi;Exp16DM04_inoc2_saisie;
7;3;7;1;7;a;1;Exp16DM04_inoc2_T6_P15;6dpi;Exp16DM04_inoc2_saisie;9
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P20;6dpi;Exp16DM04_inoc2_saisie;
5;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P20;6dpi;Exp16DM04_inoc2_saisie;7
9;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P21;6dpi;Exp16DM04_inoc2_saisie;9
5;2;5;1;3;c;1;Exp16DM04_inoc2_T6_P21;6dpi;Exp16DM04_inoc2_saisie;5
7;1;7;1;5;c;1;Exp16DM04_inoc2_T6_P25;6dpi;Exp16DM04_inoc2_saisie;7
9;3;9;1;7;a;0;Exp16DM04_inoc2_T6_P25;6dpi;Exp16DM04_inoc2_saisie;
5;3;7;1;5;b;1;Exp16DM04_inoc2_T6_P25;6dpi;Exp16DM04_inoc2_saisie;5
7;1;7;1;5;a;1;Exp16DM04_inoc2_T6_P30;6dpi;Exp16DM04_inoc2_saisie;5
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P30;6dpi;Exp16DM04_inoc2_saisie;
9;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P30;6dpi;Exp16DM04_inoc2_saisie;9
3;1;5;1;1;a;1;Exp16DM04_inoc1_T6_P31;6dpi;Exp16DM04_inoc2_saisie;5
7;2;9;1;9;a;0;Exp16DM04_inoc1_T6_P31;6dpi;Exp16DM04_inoc2_saisie;
7;2;9;1;7;b;0;Exp16DM04_inoc1_T6_P31;6dpi;Exp16DM04_inoc2_saisie;
3;1;5;1;3;c;1;Exp16DM04_inoc2_T6_P35;6dpi;Exp16DM04_inoc2_saisie;5
7;2;9;1;9;c;0;Exp16DM04_inoc2_T6_P35;6dpi;Exp16DM04_inoc2_saisie;
9;3;7;1;7;a;1;Exp16DM04_inoc2_T6_P35;6dpi;Exp16DM04_inoc2_saisie;7
3;1;5;1;3;a;1;Exp16DM04_inoc2_T6_P40;6dpi;Exp16DM04_inoc2_saisie;5
5;1;7;1;5;c;1;Exp16DM04_inoc2_T6_P40;6dpi;Exp16DM04_inoc2_saisie;5
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P40;6dpi;Exp16DM04_inoc2_saisie;
7;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P40;6dpi;Exp16DM04_inoc2_saisie;7
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P41;6dpi;Exp16DM04_inoc2_saisie;
7;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P41;6dpi;Exp16DM04_inoc2_saisie;9
7;2;5;1;5;b;1;Exp16DM04_inoc2_T6_P45;6dpi;Exp16DM04_inoc2_saisie;5
7;2;9;1;9;c;0;Exp16DM04_inoc2_T6_P45;6dpi;Exp16DM04_inoc2_saisie;
7;3;7;1;7;a;1;Exp16DM04_inoc2_T6_P45;6dpi;Exp16DM04_inoc2_saisie;9
5;1;5;1;3;a;1;Exp16DM04_inoc2_T6_P50;6dpi;Exp16DM04_inoc2_saisie;5
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P50;6dpi;Exp16DM04_inoc2_saisie;
5;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P50;6dpi;Exp16DM04_inoc2_saisie;7
;2;9;0;;a;0;Exp16DM04_inoc2_T6_P51;6dpi;Exp16DM04_inoc2_saisie;
;2;9;0;;b;0;Exp16DM04_inoc2_T6_P51;6dpi;Exp16DM04_inoc2_saisie;
3;1;5;1;3;c;1;Exp16DM04_inoc2_T6_P55;6dpi;Exp16DM04_inoc2_saisie;5
7;2;9;1;9;c;0;Exp16DM04_inoc2_T6_P55;6dpi;Exp16DM04_inoc2_saisie;
5;3;7;1;7;a;1;Exp16DM04_inoc2_T6_P55;6dpi;Exp16DM04_inoc2_saisie;9
3;1;5;1;1;a;1;Exp16DM04_inoc2_T6_P60;6dpi;Exp16DM04_inoc2_saisie;5
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P60;6dpi;Exp16DM04_inoc2_saisie;
7;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P60;6dpi;Exp16DM04_inoc2_saisie;9
9;1;7;1;7;a;1;Exp16DM04_inoc2_T6_P61;6dpi;Exp16DM04_inoc2_saisie;7
;2;9;0;;a;0;Exp16DM04_inoc2_T6_P61;6dpi;Exp16DM04_inoc2_saisie;
;2;9;0;;b;0;Exp16DM04_inoc2_T6_P61;6dpi;Exp16DM04_inoc2_saisie;
5;2;9;1;9;c;0;Exp16DM04_inoc2_T6_P65;6dpi;Exp16DM04_inoc2_saisie;
7;3;7;1;7;a;1;Exp16DM04_inoc2_T6_P65;6dpi;Exp16DM04_inoc2_saisie;9
5;1;5;1;5;a;1;Exp16DM04_inoc2_T6_P70;6dpi;Exp16DM04_inoc2_saisie;5
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P70;6dpi;Exp16DM04_inoc2_saisie;
7;2;7;1;7;b;1;Exp16DM04_inoc2_T6_P70;6dpi;Exp16DM04_inoc2_saisie;9
7;1;5;1;5;a;1;Exp16DM04_inoc2_T6_P71;6dpi;Exp16DM04_inoc2_saisie;5
9;2;9;1;9;a;0;Exp16DM04_inoc2_T6_P71;6dpi;Exp16DM04_inoc2_saisie;
;2;9;0;;b;0;Exp16DM04_inoc2_T6_P71;6dpi;Exp16DM04_inoc2_saisie;
5;2;9;1;9;c;0;Exp16DM04_inoc2_T6_P75;6dpi;Exp16DM04_inoc2_saisie;
